mechanism,het,info,concentration,n,miss,n_pat,cov30,eff_pat,prev,mean_impute,mean_indicator,tuned_impute,tuned_indicator,safe_adaptive,safe_oracle,delta_vs_tuned_ind,p_vs_tuned_ind,wins,n_folds,kappa_median
MCAR,1.5,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.10275,0.3089689912208056,0.30830850445321806,0.30803040164140244,0.3079175656463972,0.31423390675073354,0.32844606199973037,0.006316341104336345,0.0709836483001709,18,25,300.0
MCAR,1.5,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.103,0.7603746883979997,0.8332309549892979,0.7592873090135752,0.8366797221655545,0.8365583019605971,0.8450984522092582,-0.00012142020495746753,0.9591410100221092,7,25,1000000000.0
MCAR,1.5,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09725,0.7315180826788306,0.7698011618901889,0.7314232393991972,0.7701389856978086,0.8501236075772897,0.8513471881666811,0.07998462187948097,5.960464477539063e-08,25,25,30.0
MCAR,1.5,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.102,0.4790736276524062,0.44783440398633095,0.4800033010428583,0.4489894994869143,0.5105982871225627,0.5410025883731673,0.06160878763564853,1.8298625946044922e-05,21,25,30.0
MCAR,1.5,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.101,0.47552456106814767,0.6112432071659947,0.47547046074448845,0.6180029400792862,0.6406214569933815,0.647239803297752,0.02261851691409535,0.000102996826171875,20,25,300.0
MCAR,1.5,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.102,0.4322226876057074,0.42438149973919764,0.43325861720437414,0.4330479971126089,0.41821248931499655,0.45494790813274605,-0.014835507797612314,0.5872281657620673,13,25,100.0
MCAR,1.5,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.1015,0.2875414069662241,0.2839979388660375,0.2868875217225051,0.2837424379767316,0.2889338103712082,0.2987268323712187,0.005191372394476583,0.13364005088806152,18,25,300.0
MAR,0.0,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.097,0.7310996299324967,0.7364065315459588,0.7235840157135895,0.7296434324981669,0.7275175428084615,0.7354688053434524,-0.002125889689705711,0.09289194088370531,1,25,1000000000.0
MAR,0.0,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09725,0.6874868089607393,0.6934901411221044,0.6873664724844909,0.6939780175684686,0.6927053994178688,0.6974606960000549,-0.0012726181505997491,0.13941397332153205,2,25,1000000000.0
MAR,0.0,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.094,0.6856826874320834,0.6758998675410944,0.6801067290894869,0.6668226160499856,0.6852632359633766,0.7004280007706314,0.018440619913391135,0.007880604073348724,17,25,300.0
MAR,0.0,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10775,0.8052563853276143,0.8018378205301113,0.8053862143729213,0.8028909887065565,0.8027089881065858,0.8066457200788575,-0.00018200059997051986,0.8551984216262508,9,25,1000.0
MAR,0.0,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.099,0.6828147333987902,0.6569992728161036,0.6806663858603748,0.6592490506066294,0.6514768745974026,0.6750561885292885,-0.007772176009226783,0.21221142185606567,9,25,300.0
MAR,0.0,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.0985,0.640395293993716,0.630023715424732,0.6404447028315916,0.6300970125503776,0.6455423773206125,0.6491623018864506,0.015445364770234846,5.245208740234375e-06,22,25,300.0
MAR,0.0,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.105,0.6905457434488409,0.6829429071514289,0.6848622133979044,0.6755249088045591,0.6745313540443911,0.6842950429910553,-0.000993554760167945,0.6874697739159192,7,25,1000000000.0
MAR,0.0,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.1,0.6476160580748381,0.7162246088180245,0.6478678418407224,0.7149032101763219,0.71718295824265,0.7211738190768311,0.0022797480663281043,0.12086271883780898,17,25,1000.0
MAR,0.0,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.096,0.7043811025759115,0.7128759477855408,0.6979611748092257,0.7041575965993591,0.7115172542501104,0.7320447172890923,0.007359657650751425,0.061933030635496676,16,25,300.0
MAR,0.0,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10675,0.785011065820187,0.7992305843678474,0.7847588024051292,0.7986928325462324,0.7974490681346645,0.801872661173349,-0.0012437644115676383,0.28909532129487003,7,25,1000.0
MAR,0.0,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.1,0.6623289354976731,0.6497973540210944,0.6586182590555626,0.6518535230052989,0.6405441875048433,0.6624403780276518,-0.011309335500455422,0.015706863597583425,6,25,300.0
MAR,0.0,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.1,0.5070631476066274,0.5069358215074729,0.5070690841858712,0.506348448220135,0.5119275231514734,0.518275465467163,0.005579074931338299,0.03180783987045288,17,25,1000.0
MAR,0.5,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.1,0.7363989479695641,0.7401093492774159,0.7314949033073639,0.7397877681531182,0.7365829383935956,0.7468012838039729,-0.0032048297595226893,0.1789561131984324,8,25,1000.0
MAR,0.5,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09775,0.5950718343494669,0.6180032629728373,0.5948753988018095,0.6172084803197404,0.6630956124585643,0.6647959371803382,0.045887132138824026,5.960464477539063e-08,25,25,300.0
MAR,0.5,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.101,0.6221374262471128,0.5956335411826358,0.6263621325802637,0.5936072510808116,0.6100508653256688,0.6449071343298853,0.016443614244857265,0.1299533902149312,17,25,100.0
MAR,0.5,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10475,0.7342037423233044,0.7429175408622867,0.7342702542992562,0.7440942843519427,0.7710325774345295,0.7751942184413297,0.026938293082586783,5.245208740234375e-06,22,25,300.0
MAR,0.5,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.099,0.5622855696422807,0.5439331735260585,0.5607723955600625,0.5325203582402862,0.5410345007705272,0.5702906600871923,0.008514142530241086,0.36056673509747184,13,25,100.0
MAR,0.5,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.1005,0.4589725527785478,0.4474031813551323,0.45906871487159984,0.4468728268184848,0.4600007403342372,0.4663374227772572,0.013127913515752423,0.0003764033317565918,20,25,300.0
MAR,0.5,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.1,0.7010299975425476,0.6844957122072999,0.7000574574361325,0.6842706894197282,0.6940603888481616,0.704515170084086,0.009789699428433253,0.012929172172726563,18,25,100.0
MAR,0.5,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.0975,0.5886362376171099,0.6537789052612952,0.5888584666850539,0.6526365121319023,0.6884196731518706,0.6918718831334029,0.03578316101996835,8.344650268554688e-07,23,25,300.0
MAR,0.5,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.098,0.6547746919759136,0.6528131673017854,0.661914407795736,0.6536483712166556,0.6554349111173137,0.6904182137037683,0.001786539900658104,0.9316935455667716,12,25,300.0
MAR,0.5,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10475,0.7131717021797458,0.7417023956504153,0.7130714484617233,0.7417009637420676,0.7588022078064857,0.7635105288684686,0.017101244064417903,0.000429689884185791,21,25,300.0
MAR,0.5,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.102,0.5501639375179477,0.5347992945837006,0.5437467121526518,0.527208545155483,0.5432194116282495,0.5666484284420416,0.016010866472766495,0.01771947129118138,19,25,100.0
MAR,0.5,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.10075,0.3874323847189608,0.3899261251365275,0.38741428121141597,0.38953573002840775,0.3973573211405408,0.4051887258065738,0.007821591112133082,0.007370948791503906,17,25,300.0
MAR,1.5,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.098,0.7348126802591962,0.7190305052949849,0.7326052934006276,0.7262495809930384,0.7395138038015117,0.7484274127643787,0.013264222808473437,0.01557646811685544,16,25,300.0
MAR,1.5,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.097,0.33597312708561844,0.39034249283251654,0.33577146940746544,0.3885126308499647,0.6447265954984275,0.6490567185310939,0.25621396464846274,5.960464477539063e-08,25,25,0.0
MAR,1.5,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.093,0.41258586280608983,0.47364912486471916,0.40810104235108896,0.47082856534852147,0.48218130627600914,0.509556930932933,0.011352740927487724,0.33878785371780396,15,25,100.0
MAR,1.5,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10325,0.4996486331948676,0.5744318138612916,0.49939198071805074,0.5764264662351529,0.73627659178434,0.7422505008632777,0.159850125549187,5.960464477539063e-08,25,25,100.0
MAR,1.5,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.099,0.35592315888355963,0.36625120456575566,0.3385227070072972,0.34388412284213915,0.34052878142161774,0.3788016893488922,-0.003355341420521397,0.6580087852326646,11,25,300.0
MAR,1.5,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.104,0.22296398784268848,0.22024881573489474,0.22353976139253814,0.21933814805458,0.22682111545832714,0.23435523380074386,0.007482967403747143,0.04215019941329956,17,25,1000.0
MAR,1.5,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.101,0.7071821550015602,0.6924682722447499,0.709200701635859,0.703002766737621,0.7166139953600086,0.728633359099727,0.01361122862238764,0.022270978959232787,19,25,100.0
MAR,1.5,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09725,0.35702533539246967,0.41960089301789844,0.3564597444096798,0.41713727390811123,0.6386070469386271,0.6426073073350286,0.22146977303051588,5.960464477539063e-08,25,25,0.0
MAR,1.5,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.1,0.43647417188029697,0.47916895311816404,0.4295372454865016,0.47617346392967164,0.5024994607118658,0.5367290393714872,0.02632599678219432,0.0801958441734314,16,25,100.0
MAR,1.5,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.1035,0.5007217728858763,0.5818328352739099,0.5003613391886718,0.5829331674128988,0.7307108812580259,0.7395411021300948,0.14777771384512697,5.960464477539063e-08,25,25,100.0
MAR,1.5,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.096,0.3423058243966087,0.3474133426212924,0.34898871329551157,0.34095799527850074,0.33487069882030773,0.36023047032390776,-0.006087296458192943,0.1789561131984324,7,25,300.0
MAR,1.5,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.10325,0.20714727540548014,0.20814577156443062,0.2086768676708712,0.20719804452564072,0.21549041081763723,0.2279017180021324,0.008292366291996471,0.08135857180414459,15,25,1000.0
MNAR,0.0,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.088,0.5355827739225595,0.5367389040069942,0.5318509161017626,0.5355823575680612,0.5255387918322658,0.5548531472264009,-0.01004356573579533,0.8812927086539598,12,25,100.0
MNAR,0.0,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09775,0.6892320970235013,0.6866743685496962,0.688812081409709,0.6887306950904096,0.688567662659917,0.6944118588124435,-0.00016303243049255566,0.9176315934670087,7,25,1000.0
MNAR,0.0,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.098,0.6329977601788777,0.5996307308835749,0.6269231716652366,0.5933699720142132,0.5897733419950967,0.6085352308072248,-0.003596630019116458,0.46911315243545415,7,25,1000.0
MNAR,0.0,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10375,0.5933464300254698,0.6431925381810072,0.5931855713344514,0.6416654475423234,0.6474814317527283,0.6525447627491697,0.005815984210404945,0.034173786640167236,16,25,1000.0
MNAR,0.0,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.09,0.5940350856003983,0.5475029613430682,0.5937085037174851,0.5436317099288379,0.5309546974348799,0.5621353273639242,-0.012677012493958185,0.13649771056887278,7,25,300.0
MNAR,0.0,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.10175,0.6369931979094674,0.6664958326480824,0.6369644801827675,0.6664092169472708,0.6899970812013559,0.6961383810526047,0.02358786425408509,1.4901161193847656e-06,23,25,300.0
MNAR,0.0,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.09,0.5387984885265338,0.5660059050332493,0.535844874254236,0.5609478991882803,0.539668978728211,0.5704776031187775,-0.021278920460069264,0.040026462903150956,8,25,1000.0
MNAR,0.0,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.099,0.648438537011583,0.6899394625356383,0.6487301221503633,0.6900217088338555,0.6889440034709864,0.6964246477111231,-0.0010777053628690902,0.987048648252314,10,25,300.0
MNAR,0.0,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.105,0.6638591641965182,0.6706671101152643,0.6624663712217925,0.6672697129474621,0.659108918164711,0.6792535540221596,-0.008160794782751167,0.24774620591207197,4,25,1000000000.0
MNAR,0.0,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10025,0.526862376626982,0.5875235190937346,0.5256829557673939,0.5868592265680078,0.580343751801595,0.5957991856538534,-0.006515474766412881,0.273543661089366,12,25,1000.0
MNAR,0.0,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.098,0.5252841934820331,0.5024552385818605,0.5240576912424122,0.49931589537148646,0.5008162818786333,0.51609315278701,0.0015003865071467936,0.550923682773407,8,25,1000.0
MNAR,0.0,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.099,0.5657504230102784,0.5764725946531328,0.565498570711,0.5759263529022942,0.6064008272889062,0.6121107951179755,0.03047447438661206,5.960464477539063e-08,25,25,100.0
MNAR,0.5,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.101,0.6834401737529463,0.6866923632576739,0.6786478707865681,0.6871279182159137,0.6798127136900995,0.7063571613170909,-0.007315204525814063,0.15062364442322382,6,25,1000.0
MNAR,0.5,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09525,0.6521905290450828,0.6461165166277247,0.6518195505360354,0.6475874404005498,0.687306969820187,0.6927901751126051,0.03971952941963723,5.960464477539063e-08,25,25,100.0
MNAR,0.5,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.097,0.6289097963386017,0.6057352298768408,0.6264142614002458,0.6075618239479523,0.6178192996887296,0.6412070535892913,0.010257475740777233,0.29136421198398177,14,25,300.0
MNAR,0.5,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.102,0.4829529197308367,0.5468490758457242,0.4824563751274493,0.5471317654323709,0.5797342041233218,0.5888422143023572,0.032602438690950974,8.344650268554688e-07,22,25,100.0
MNAR,0.5,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.1,0.5055936071569092,0.49320716060234987,0.4992829698366857,0.48134233683269206,0.4661137179201812,0.4901515588477781,-0.015228618912510943,0.014772349168537114,6,25,1000.0
MNAR,0.5,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.094,0.5360630830952848,0.5601374788714858,0.5354223649109768,0.5602391704507113,0.5816939524208699,0.588357080900194,0.0214547819701585,3.1948089599609375e-05,20,25,300.0
MNAR,0.5,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.098,0.6955647450146093,0.7221169826634529,0.6953195210937954,0.7161569923351649,0.7142437410413727,0.7277529553518284,-0.0019132512937923174,0.7581482324855047,8,25,1000000000.0
MNAR,0.5,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09625,0.5443409611660011,0.6033985731165799,0.5433087456439853,0.6059336461430443,0.6667053802611196,0.6711955798960315,0.060771734118075356,5.960464477539063e-08,25,25,100.0
MNAR,0.5,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.103,0.6708372058822853,0.6710081237018255,0.6697398212385304,0.6755079716928027,0.6774816319394377,0.6967616899110598,0.001973660246635016,0.2014511720662171,15,25,300.0
MNAR,0.5,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.09875,0.443764908505766,0.5420889271512711,0.44323241282450626,0.5413828910159743,0.5708419763057685,0.5794001225673493,0.029459085289794292,2.2113323211669922e-05,23,25,100.0
MNAR,0.5,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.094,0.4428529954368632,0.4256501767586168,0.44330742536206075,0.4155721291861357,0.4185052163654358,0.44000339538055977,0.002933087179300189,0.7172177958043885,11,25,300.0
MNAR,0.5,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.098,0.5111435358868458,0.5261920403178039,0.5114782177491393,0.525534370587946,0.5407283312755312,0.5459350916396449,0.015193960687585151,0.0008081197738647461,20,25,300.0
MNAR,1.5,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.096,0.8340964159756418,0.8065593569637293,0.8354249759993917,0.8060131102558605,0.8016974087058145,0.81542040397901,-0.004315701550046054,0.3154984107425949,8,25,1000.0
MNAR,1.5,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.10075,0.5227119696331555,0.5805530396790324,0.5226803228671517,0.5794634597471019,0.8163232148056074,0.8190690405187663,0.23685975505850557,5.960464477539063e-08,25,25,0.0
MNAR,1.5,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.101,0.5055218076605952,0.48430307124468747,0.5119299454943763,0.5027779577612496,0.5772927089008633,0.5949918631213786,0.07451475113961355,8.344650268554688e-07,23,25,30.0
MNAR,1.5,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.1,0.3415738792335081,0.40227042504594124,0.34177284853528805,0.4033433088883217,0.5170345805242267,0.5217449633733169,0.11369127163590495,5.960464477539063e-08,25,25,30.0
MNAR,1.5,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.104,0.2968435179224294,0.2919346895721645,0.29038270400720756,0.28722971865699415,0.28494358840066086,0.3116107002932407,-0.002286130256333282,0.6271697535393987,13,25,100.0
MNAR,1.5,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.0995,0.33368704341843014,0.338002788736209,0.33425489661268115,0.3381371490633988,0.36458970208052327,0.37708000011474374,0.026452553017124368,0.002507925033569336,21,25,300.0
MNAR,1.5,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.094,0.8541324385693172,0.8379499569239046,0.8535713024025197,0.8371430908099501,0.8312849151170483,0.8450920384053292,-0.005858175692901777,0.06110393445619786,6,25,1000000000.0
MNAR,1.5,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09775,0.4842584238016972,0.6167827875995724,0.48410447883856883,0.61671583194836,0.8217228583292417,0.8271090750826398,0.2050070263808818,5.960464477539063e-08,25,25,30.0
MNAR,1.5,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.103,0.4809203282379263,0.47338508907769467,0.48642182943819706,0.47670263459056655,0.5644370885306156,0.586516839888302,0.08773445394004899,1.1324882507324219e-06,24,25,100.0
MNAR,1.5,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.102,0.3243747781474592,0.4028434746557897,0.3242105079545034,0.4020072630581407,0.5033094466483624,0.5066146072513441,0.10130218359022168,5.960464477539063e-08,25,25,30.0
MNAR,1.5,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.089,0.29257636069236354,0.27600260210286215,0.28324355617707964,0.27427534661096564,0.2877723702903941,0.320694885072762,0.013497023679428512,0.1887500729032935,15,25,100.0
MNAR,1.5,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.10225,0.35330522342035325,0.3551835200728132,0.352841632726737,0.3545845867087594,0.37888521453466745,0.3812161469534789,0.02430062782590803,4.172325134277344e-07,23,25,300.0
