mechanism,het,info,concentration,n,miss,n_pat,cov30,eff_pat,prev,mean_impute,mean_indicator,tuned_impute,tuned_indicator,safe_adaptive,safe_oracle,delta_vs_tuned_ind,p_vs_tuned_ind,wins,n_folds,kappa_median
MCAR,0.0,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.11,0.6942991089723725,0.6672447196998986,0.688627009669706,0.6597347077956176,0.6597829412391211,0.680013459606816,4.823344350353587e-05,0.6547208460185769,1,25,1000000000.0
MCAR,0.0,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.09725,0.5077230504546799,0.5052334214123887,0.5074236651546881,0.5042976753541741,0.5115909375540741,0.5283178724704901,0.007293262199900055,0.01310361411003846,10,25,1000.0
MCAR,0.5,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.108,0.7588820819727693,0.8171273603676751,0.7609855461284641,0.8083689824964783,0.8083689824964783,0.815825804166374,-3.9968028886505634e-17,1.0,4,25,1000000000.0
MCAR,0.5,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.097,0.828855669336736,0.8274484289116455,0.8287963566090022,0.8289981013728988,0.8341848296052022,0.8451520703743627,0.005186728232303582,0.004178572233432509,12,25,1000.0
MCAR,0.5,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.103,0.6118726762651295,0.5642323558882671,0.6102931986560698,0.5649419247651347,0.5619962005455313,0.6085563430388592,-0.002945724219603418,0.31731050786291415,0,25,1000000000.0
MCAR,0.5,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.09725,0.4979195134604455,0.5939388524232581,0.4979358533061784,0.5976147280859491,0.6074256734630719,0.619981341640324,0.009810945377122819,0.007169734292803207,13,25,1000.0
MCAR,0.5,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.108,0.5730830853289111,0.5559319830434104,0.5714801994140434,0.5545632353533625,0.5538662743603223,0.5853828950700488,-0.0006969609930401699,0.31731050786291415,0,25,1000000000.0
MCAR,0.5,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.10125,0.48024739994729065,0.47296601814088396,0.48026004255224947,0.4730378522834865,0.47454743379396475,0.48943790973690376,0.0015095815104781906,0.14412703481601533,3,25,1000000000.0
MCAR,0.5,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.114,0.7204373199614937,0.7586873605348344,0.7180548191833883,0.7574307041537399,0.7574307041537399,0.7623621282087824,-6.661338147750939e-17,1.0,0,25,1000000000.0
MCAR,0.5,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.097,0.793538179696641,0.845863457486198,0.7936349400529784,0.846701049830471,0.8470171052287274,0.8596296325498649,0.00031605539825645845,0.10756781223568083,3,25,1000000000.0
MCAR,0.5,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.109,0.61079462212552,0.6004530843609366,0.6074070308446268,0.5933519311396552,0.5970649160405518,0.6417903882577396,0.003712984900896523,0.2626182904425206,5,25,1000000000.0
MCAR,0.5,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10125,0.4689299333937371,0.6052709132461017,0.4683700634420618,0.6122439195613872,0.6156680298424303,0.6273106569034218,0.003424110281043151,0.3739447986092539,7,25,1000000000.0
MCAR,0.5,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.104,0.5784078387230027,0.5742509736950466,0.5747140805667941,0.5565996522944681,0.5563553117096715,0.5925240371593778,-0.00024434058479645416,0.7150006546880893,2,25,1000000000.0
MCAR,0.5,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.09925,0.44616739090241603,0.4497396506887117,0.4453210433875455,0.44960133256569534,0.4513970497281118,0.4684938963237055,0.0017957171624164525,0.043114446783075355,5,25,1000000000.0
MCAR,1.5,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.105,0.764231619585954,0.8689128207740007,0.7641743384066398,0.8754394550856524,0.8752131141356441,0.8806532772834379,-0.00022634095000817033,0.48716649662116673,13,25,1000000000.0
MCAR,1.5,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09575,0.6956555861638505,0.6802327987347475,0.6949406457753714,0.6801118020988491,0.7990829288442154,0.8096274381178885,0.11897112674536624,5.960464477539063e-08,25,25,100.0
MCAR,1.5,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.102,0.464458715443875,0.43054267839944144,0.4650109827643298,0.4311255142252346,0.46970001643529535,0.5244629447927192,0.038574502210060764,0.0008374789865327176,17,25,100.0
MCAR,1.5,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10075,0.48509197181587127,0.6043295306634286,0.48517254993025594,0.6053919126702,0.6373922315337451,0.6445532237812405,0.03200031886354516,3.527453036695767e-05,22,25,1000.0
MCAR,1.5,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.101,0.435565746123355,0.4182983644108256,0.4293698122739591,0.417511517983635,0.4168007321778298,0.4444246625696855,-0.0007107858058052074,0.6858304344516057,3,25,1000000000.0
MCAR,1.5,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.10275,0.3089689912208056,0.30830850445321806,0.30803040164140244,0.3079175656463972,0.3102669980338764,0.32844606199973037,0.0023494323874792087,0.10974463874701328,7,25,1000000000.0
MCAR,1.5,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.103,0.7603746883979997,0.8332309549892979,0.7592873090135752,0.8366797221655545,0.8365583019605971,0.8450984522092582,-0.00012142020495746753,0.9591410100221092,7,25,1000000000.0
MCAR,1.5,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09725,0.7315180826788306,0.7698011618901889,0.7314232393991972,0.7701389856978086,0.8418372294890396,0.8513471881666811,0.07169824379123106,5.960464477539063e-08,25,25,100.0
MCAR,1.5,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.102,0.4790736276524062,0.44783440398633095,0.4800033010428583,0.4489894994869143,0.46871612478382574,0.5410025883731673,0.01972662529691139,0.002976637011170516,11,25,1000.0
MCAR,1.5,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.101,0.47552456106814767,0.6112432071659947,0.47547046074448845,0.6180029400792862,0.6403650691461187,0.647239803297752,0.02236212906683253,9.149289441295772e-05,19,25,1000.0
MCAR,1.5,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.102,0.4322226876057074,0.42438149973919764,0.43325861720437414,0.4330479971126089,0.4333558335013558,0.45494790813274605,0.00030783638874689825,0.5929800980174267,2,25,1000000000.0
MCAR,1.5,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.1015,0.2875414069662241,0.2839979388660375,0.2868875217225051,0.2837424379767316,0.2837542631276051,0.2987268323712187,1.1825150873486789e-05,0.892738400944348,3,25,1000000000.0
MAR,0.0,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.097,0.7310996299324967,0.7364065315459588,0.7235840157135895,0.7296434324981669,0.7296329061823775,0.7354688053434524,-1.0526315789496366e-05,0.10880943004054569,0,25,1000000000.0
MAR,0.0,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09725,0.6874868089607393,0.6934901411221044,0.6873664724844909,0.6939780175684686,0.6939780175684686,0.6974606960000549,-4.440892098500626e-18,1.0,1,25,1000000000.0
MAR,0.0,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.094,0.6856826874320834,0.6758998675410944,0.6801067290894869,0.6668226160499856,0.6665712398128837,0.7004280007706314,-0.00025137623710189236,0.30458341467670014,3,25,1000000000.0
MAR,0.0,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10775,0.8052563853276143,0.8018378205301113,0.8053862143729213,0.8028909887065565,0.8028909887065565,0.8066457200788575,-1.3322676295501878e-17,1.0,0,25,1000000000.0
MAR,0.0,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.099,0.6828147333987902,0.6569992728161036,0.6806663858603748,0.6592490506066294,0.657480965648406,0.6750561885292885,-0.001768084958223457,0.4652088184521418,2,25,1000000000.0
MAR,0.0,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.0985,0.640395293993716,0.630023715424732,0.6404447028315916,0.6300970125503776,0.6337405527229453,0.6491623018864506,0.0036435401725675386,0.043114446783075355,5,25,1000000000.0
MAR,0.0,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.105,0.6905457434488409,0.6829429071514289,0.6848622133979044,0.6755249088045591,0.6755249088045591,0.6842950429910553,3.9968028886505634e-17,1.0,6,25,1000000000.0
MAR,0.0,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.1,0.6476160580748381,0.7162246088180245,0.6478678418407224,0.7149032101763219,0.715062124286963,0.7211738190768311,0.00015891411064103522,0.047067511344395,1,25,1000000000.0
MAR,0.0,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.096,0.7043811025759115,0.7128759477855408,0.6979611748092257,0.7041575965993591,0.7043611297362311,0.7320447172890923,0.0002035331368721227,0.1877153374493047,4,25,1000000000.0
MAR,0.0,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10675,0.785011065820187,0.7992305843678474,0.7847588024051292,0.7986928325462324,0.7990236024602453,0.801872661173349,0.00033076991401306713,0.3258007162855291,3,25,1000000000.0
MAR,0.0,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.1,0.6623289354976731,0.6497973540210944,0.6586182590555626,0.6518535230052989,0.6499216752220605,0.6624403780276518,-0.001931847783238325,0.4922069926558157,4,25,1000000000.0
MAR,0.0,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.1,0.5070631476066274,0.5069358215074729,0.5070690841858712,0.506348448220135,0.5068176123491966,0.518275465467163,0.00046916412906160775,0.34523107177184,3,25,1000000000.0
MAR,0.5,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.1,0.7363989479695641,0.7401093492774159,0.7314949033073639,0.7397877681531182,0.7399122686977162,0.7468012838039729,0.0001245005445980052,0.28198871449928675,8,25,1000000000.0
MAR,0.5,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09775,0.5950718343494669,0.6180032629728373,0.5948753988018095,0.6172084803197404,0.6521955622276375,0.6647959371803382,0.03498708190789722,2.7015948487105505e-05,23,25,1000.0
MAR,0.5,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.101,0.6221374262471128,0.5956335411826358,0.6263621325802637,0.5936072510808116,0.5963906632755833,0.6449071343298853,0.002783412194771806,0.130465980712849,9,25,1000000000.0
MAR,0.5,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10475,0.7342037423233044,0.7429175408622867,0.7342702542992562,0.7440942843519427,0.763531207966449,0.7751942184413297,0.019436923614506375,0.0001550957727957702,18,25,1000.0
MAR,0.5,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.099,0.5622855696422807,0.5439331735260585,0.5607723955600625,0.5325203582402862,0.5355843555469416,0.5702906600871923,0.003063997306655424,0.10880943004054569,3,25,1000000000.0
MAR,0.5,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.1005,0.4589725527785478,0.4474031813551323,0.45906871487159984,0.4468728268184848,0.44954050734739276,0.4663374227772572,0.0026676805289079096,0.027707849358079868,6,25,1000000000.0
MAR,0.5,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.1,0.7010299975425476,0.6844957122072999,0.7000574574361325,0.6842706894197282,0.6856339564050411,0.704515170084086,0.0013632669853127987,0.10880943004054569,3,25,1000000000.0
MAR,0.5,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.0975,0.5886362376171099,0.6537789052612952,0.5888584666850539,0.6526365121319023,0.6815733442505229,0.6918718831334029,0.02893683211862053,2.351798530833326e-05,23,25,1000.0
MAR,0.5,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.098,0.6547746919759136,0.6528131673017854,0.661914407795736,0.6536483712166556,0.6511454484381136,0.6904182137037683,-0.0025029227785419404,0.18015632752872457,6,25,1000000000.0
MAR,0.5,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10475,0.7131717021797458,0.7417023956504153,0.7130714484617233,0.7417009637420676,0.7506906304925104,0.7635105288684686,0.008989666750442788,0.0013462033496218734,13,25,1000.0
MAR,0.5,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.102,0.5501639375179477,0.5347992945837006,0.5437467121526518,0.527208545155483,0.5320044846562405,0.5666484284420416,0.0047959395007575205,0.04639946187090461,5,25,1000000000.0
MAR,0.5,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.10075,0.3874323847189608,0.3899261251365275,0.38741428121141597,0.38953573002840775,0.3907060861799598,0.4051887258065738,0.0011703561515520055,0.14412703481601533,3,25,1000000000.0
MAR,1.5,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.098,0.7348126802591962,0.7190305052949849,0.7326052934006276,0.7262495809930384,0.7241578066594755,0.7484274127643787,-0.002091774333562899,0.31731050786291415,0,25,1000000000.0
MAR,1.5,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.097,0.33597312708561844,0.39034249283251654,0.33577146940746544,0.3885126308499647,0.6380966593762425,0.6490567185310939,0.24958402852627778,5.960464477539063e-08,25,25,100.0
MAR,1.5,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.093,0.41258586280608983,0.47364912486471916,0.40810104235108896,0.47082856534852147,0.4760606073719218,0.509556930932933,0.005232042023400334,0.4445867389117455,6,25,1000000000.0
MAR,1.5,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10325,0.4996486331948676,0.5744318138612916,0.49939198071805074,0.5764264662351529,0.732024537780986,0.7422505008632777,0.155598071545833,5.960464477539063e-08,25,25,300.0
MAR,1.5,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.099,0.35592315888355963,0.36625120456575566,0.3385227070072972,0.34388412284213915,0.3457506018988619,0.3788016893488922,0.0018664790567227763,0.6547208460185769,1,25,1000000000.0
MAR,1.5,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.104,0.22296398784268848,0.22024881573489474,0.22353976139253814,0.21933814805458,0.22147888303769186,0.23435523380074386,0.0021407349831118485,0.11585149752593009,4,25,1000000000.0
MAR,1.5,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.101,0.7071821550015602,0.6924682722447499,0.709200701635859,0.703002766737621,0.7023050489618164,0.728633359099727,-0.0006977177758044872,1.0,2,25,1000000000.0
MAR,1.5,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09725,0.35702533539246967,0.41960089301789844,0.3564597444096798,0.41713727390811123,0.6345748485915227,0.6426073073350286,0.21743757468341154,5.960464477539063e-08,25,25,100.0
MAR,1.5,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.1,0.43647417188029697,0.47916895311816404,0.4295372454865016,0.47617346392967164,0.48572741734302893,0.5367290393714872,0.009553953413357363,0.1380107375686596,4,25,1000000000.0
MAR,1.5,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.1035,0.5007217728858763,0.5818328352739099,0.5003613391886718,0.5829331674128988,0.7306504250613854,0.7395411021300948,0.14771725764848656,5.960464477539063e-08,25,25,300.0
MAR,1.5,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.096,0.3423058243966087,0.3474133426212924,0.34898871329551157,0.34095799527850074,0.34095799527850074,0.36023047032390776,0.0,1.0,0,25,1000000000.0
MAR,1.5,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.10325,0.20714727540548014,0.20814577156443062,0.2086768676708712,0.20719804452564072,0.20901349384142479,0.2279017180021324,0.0018154493157840445,0.39802471950693774,4,25,1000000000.0
MNAR,0.0,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.088,0.5355827739225595,0.5367389040069942,0.5318509161017626,0.5355823575680612,0.5330658253318498,0.5548531472264009,-0.0025165322362114464,0.28504940740261275,1,25,1000000000.0
MNAR,0.0,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09775,0.6892320970235013,0.6866743685496962,0.688812081409709,0.6887306950904096,0.6887306950904096,0.6944118588124435,-8.881784197001253e-18,1.0,0,25,1000000000.0
MNAR,0.0,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.098,0.6329977601788777,0.5996307308835749,0.6269231716652366,0.5933699720142132,0.593171366586259,0.6085352308072248,-0.00019860542795413494,0.31731050786291415,0,25,1000000000.0
MNAR,0.0,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10375,0.5933464300254698,0.6431925381810072,0.5931855713344514,0.6416654475423234,0.6416380468428627,0.6525447627491697,-2.7400699460589094e-05,0.3669220854224483,9,25,1000000000.0
MNAR,0.0,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.09,0.5940350856003983,0.5475029613430682,0.5937085037174851,0.5436317099288379,0.5422524986653702,0.5621353273639242,-0.001379211263467872,0.17971249487899976,0,25,1000000000.0
MNAR,0.0,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.10175,0.6369931979094674,0.6664958326480824,0.6369644801827675,0.6664092169472708,0.6783472695042831,0.6961383810526047,0.01193805255701223,0.00016200001821344224,18,25,1000.0
MNAR,0.0,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.09,0.5387984885265338,0.5660059050332493,0.535844874254236,0.5609478991882803,0.5609478991882803,0.5704776031187775,2.4424906541753444e-17,1.0,6,25,1000000000.0
MNAR,0.0,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.099,0.648438537011583,0.6899394625356383,0.6487301221503633,0.6900217088338555,0.6900217088338555,0.6964246477111231,-7.105427357601002e-17,1.0,0,25,1000000000.0
MNAR,0.0,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.105,0.6638591641965182,0.6706671101152643,0.6624663712217925,0.6672697129474621,0.6672697129474621,0.6792535540221596,0.0,1.0,0,25,1000000000.0
MNAR,0.0,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.10025,0.526862376626982,0.5875235190937346,0.5256829557673939,0.5868592265680078,0.5869455505744409,0.5957991856538534,8.632400643299843e-05,0.04734500208525526,6,25,1000000000.0
MNAR,0.0,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.098,0.5252841934820331,0.5024552385818605,0.5240576912424122,0.49931589537148646,0.49931589537148646,0.51609315278701,0.0,1.0,0,25,1000000000.0
MNAR,0.0,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.099,0.5657504230102784,0.5764725946531328,0.565498570711,0.5759263529022942,0.5878564005821232,0.6121107951179755,0.011930047679829098,0.00020742463175347947,18,25,1000.0
MNAR,0.5,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.101,0.6834401737529463,0.6866923632576739,0.6786478707865681,0.6871279182159137,0.6871279182159137,0.7063571613170909,8.881784197001253e-18,1.0,3,25,1000000000.0
MNAR,0.5,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09525,0.6521905290450828,0.6461165166277247,0.6518195505360354,0.6475874404005498,0.6712180617385113,0.6927901751126051,0.023630621337961562,5.9569779074563595e-05,21,25,1000.0
MNAR,0.5,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.097,0.6289097963386017,0.6057352298768408,0.6264142614002458,0.6075618239479523,0.6045354575941255,0.6412070535892913,-0.0030263663538268705,0.07961580146011343,1,25,1000000000.0
MNAR,0.5,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.102,0.4829529197308367,0.5468490758457242,0.4824563751274493,0.5471317654323709,0.5742678806249447,0.5888422143023572,0.027136115192573817,2.0705605648246455e-05,23,25,1000.0
MNAR,0.5,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.1,0.5055936071569092,0.49320716060234987,0.4992829698366857,0.48134233683269206,0.48044546334537874,0.4901515588477781,-0.0008968734873133655,0.28504940740261275,1,25,1000000000.0
MNAR,0.5,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.094,0.5360630830952848,0.5601374788714858,0.5354223649109768,0.5602391704507113,0.5692466045353765,0.588357080900194,0.00900743408466523,0.00988936931713501,13,25,1000000000.0
MNAR,0.5,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.098,0.6955647450146093,0.7221169826634529,0.6953195210937954,0.7161569923351649,0.716156992335165,0.7277529553518284,1.7763568394002505e-17,1.0,6,25,1000000000.0
MNAR,0.5,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09625,0.5443409611660011,0.6033985731165799,0.5433087456439853,0.6059336461430443,0.6579813106784189,0.6711955798960315,0.05204766453537447,5.960464477539063e-08,25,25,300.0
MNAR,0.5,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.103,0.6708372058822853,0.6710081237018255,0.6697398212385304,0.6755079716928027,0.674012655950698,0.6967616899110598,-0.0014953157421046682,0.34523107177184,1,25,1000000000.0
MNAR,0.5,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.09875,0.443764908505766,0.5420889271512711,0.44323241282450626,0.5413828910159743,0.5537261505833723,0.5794001225673493,0.012343259567397924,0.004178572233432509,14,25,1000.0
MNAR,0.5,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.094,0.4428529954368632,0.4256501767586168,0.44330742536206075,0.4155721291861357,0.41462445188086433,0.44000339538055977,-0.000947677305271346,0.6547208460185769,1,25,1000000000.0
MNAR,0.5,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.098,0.5111435358868458,0.5261920403178039,0.5114782177491393,0.525534370587946,0.5303260784830466,0.5459350916396449,0.004791707895100455,0.0010897965754595306,16,25,1000000000.0
MNAR,1.5,0.0,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.096,0.8340964159756418,0.8065593569637293,0.8354249759993917,0.8060131102558605,0.8059110314658119,0.81542040397901,-0.00010207879004877185,0.042168197097155954,0,25,1000000000.0
MNAR,1.5,0.0,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.10075,0.5227119696331555,0.5805530396790324,0.5226803228671517,0.5794634597471019,0.8091433132853502,0.8190690405187663,0.22967985353824838,5.960464477539063e-08,25,25,100.0
MNAR,1.5,0.0,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.101,0.5055218076605952,0.48430307124468747,0.5119299454943763,0.5027779577612496,0.5640160894290649,0.5949918631213786,0.06123813166781516,3.088394735450034e-05,22,25,300.0
MNAR,1.5,0.0,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.1,0.3415738792335081,0.40227042504594124,0.34177284853528805,0.4033433088883217,0.512238460501479,0.5217449633733169,0.10889515161315731,5.960464477539063e-08,25,25,300.0
MNAR,1.5,0.0,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.104,0.2968435179224294,0.2919346895721645,0.29038270400720756,0.28722971865699415,0.286408529861254,0.3116107002932407,-0.0008211887957401787,0.892738400944348,2,25,1000000000.0
MNAR,1.5,0.0,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.0995,0.33368704341843014,0.338002788736209,0.33425489661268115,0.3381371490633988,0.36052567143398906,0.37708000011474374,0.022388522370590178,0.0022039368924026206,17,25,1000.0
MNAR,1.5,1.5,0.9,1000,0.1224375,12,0.943,2.973572115717008,0.094,0.8541324385693172,0.8379499569239046,0.8535713024025197,0.8371430908099501,0.8371430908099501,0.8450920384053292,-1.3322676295501878e-17,1.0,5,25,1000000000.0
MNAR,1.5,1.5,0.9,4000,0.15184375,12,0.982,2.867321830264796,0.09775,0.4842584238016972,0.6167827875995724,0.48410447883856883,0.61671583194836,0.8172859734798001,0.8271090750826398,0.20057014153144018,5.960464477539063e-08,25,25,100.0
MNAR,1.5,1.5,0.5,1000,0.1178125,57,0.702,14.345958887345661,0.103,0.4809203282379263,0.47338508907769467,0.48642182943819706,0.47670263459056655,0.5416494247370145,0.586516839888302,0.06494679014644787,4.0099648164691383e-05,22,25,300.0
MNAR,1.5,1.5,0.5,4000,0.11584375,60,0.8565,13.95740703241044,0.102,0.3243747781474592,0.4028434746557897,0.3242105079545034,0.4020072630581407,0.4979885721146231,0.5066146072513441,0.09598130905648236,5.960464477539063e-08,25,25,300.0
MNAR,1.5,1.5,0.1,1000,0.1161875,194,0.0,137.04983927341033,0.089,0.29257636069236354,0.27600260210286215,0.28324355617707964,0.27427534661096564,0.27526561326254273,0.320694885072762,0.0009902666515771252,0.17971249487899976,2,25,1000000000.0
MNAR,1.5,1.5,0.1,4000,0.11921875,215,0.3815,153.76261076383608,0.10225,0.35330522342035325,0.3551835200728132,0.352841632726737,0.3545845867087594,0.3635173396750309,0.3812161469534789,0.008932752966271518,0.00221772146423705,12,25,1000000000.0
